rating_id,title_id,user_id,rating,rating_date
268,t0005,u03788,3,2024-01-05
269,t0005,u01638,4,2023-08-19
270,t0005,u00533,1,2022-12-31
271,t0005,u07496,3,2022-09-28
272,t0005,u01642,1,2020-05-18
273,t0005,u04268,5,2023-04-24
274,t0005,u03776,4,2022-07-16
275,t0005,u03721,3,2022-02-19
276,t0005,u07487,4,2020-02-25
277,t0005,u02178,4,2023-08-30
278,t0005,u07091,3,2019-10-09
279,t0005,u04393,3,2020-07-08
280,t0005,u04538,5,2019-12-27
281,t0005,u05794,3,2023-09-22
282,t0005,u05066,3,2024-05-18
283,t0005,u07196,4,2023-08-11
284,t0005,u02754,5,2018-08-02
285,t0005,u01192,2,2018-12-20
286,t0005,u06416,4,2021-10-18
287,t0005,u03325,4,2018-08-19
288,t0005,u03679,4,2021-07-16
289,t0005,u02914,2,2018-07-16
290,t0005,u05919,2,2018-10-12
291,t0005,u07963,2,2023-02-24
292,t0005,u02443,4,2024-02-24
293,t0005,u07110,3,2021-04-11
294,t0005,u01932,4,2023-12-05
295,t0005,u02301,4,2024-06-18
296,t0005,u01021,5,2019-05-09
297,t0005,u07828,2,2019-04-24
298,t0005,u05483,5,2020-05-25
299,t0005,u00350,2,2021-04-23
300,t0005,u03625,3,2020-05-26
301,t0005,u04735,3,2018-08-09
302,t0005,u04263,3,2019-05-04
303,t0005,u04858,4,2020-06-09
304,t0005,u05901,3,2022-01-14
305,t0005,u04061,5,2022-08-13
306,t0005,u06257,2,2021-05-25
307,t0005,u01041,4,2020-03-09
308,t0005,u03955,3,2021-01-22
309,t0005,u07160,5,2023-06-01
310,t0005,u08000,4,2022-12-07
311,t0005,u04815,3,2021-09-04
312,t0005,u04912,4,2024-01-02
313,t0005,u02602,5,2020-04-09
314,t0005,u01517,4,2020-12-15
315,t0005,u05852,3,2021-06-10
316,t0005,u01469,4,2022-02-20
317,t0005,u06122,4,2020-12-27
318,t0005,u03604,4,2018-05-19
319,t0005,u07104,3,2018-09-18
320,t0005,u00979,4,2024-06-02
321,t0005,u05083,4,2023-12-25
322,t0005,u00506,3,2023-03-24
323,t0005,u00298,2,2018-09-15
324,t0005,u03727,3,2023-12-29
325,t0005,u04529,3,2019-02-22
326,t0005,u02753,4,2019-03-07
327,t0005,u05674,5,2024-03-23
328,t0005,u06432,3,2022-03-06
329,t0005,u03199,1,2024-01-23
330,t0005,u02595,4,2019-06-08
331,t0005,u02455,3,2022-11-22
332,t0005,u06611,5,2024-04-15
333,t0005,u00734,4,2021-06-08
334,t0005,u07542,2,2020-01-27
335,t0005,u00658,3,2021-01-22
336,t0005,u07814,3,2022-05-16
337,t0005,u07373,3,2024-04-10
338,t0005,u03145,4,2023-08-01
339,t0005,u02560,2,2020-04-05
340,t0005,u03130,3,2021-03-31
341,t0005,u05696,4,2019-09-14
342,t0005,u00416,3,2024-04-12
343,t0005,u03541,4,2024-06-13
344,t0005,u06256,3,2023-12-11
345,t0005,u05391,5,2022-12-14
346,t0005,u02151,3,2023-03-18
347,t0005,u05642,2,2020-01-05
348,t0005,u05489,3,2023-12-26
349,t0005,u04860,3,2022-05-27
350,t0005,u06761,1,2022-04-30
351,t0005,u05666,4,2021-09-22
352,t0005,u00246,3,2022-02-23
353,t0005,u06402,4,2020-10-18
354,t0005,u07093,5,2021-10-29
355,t0005,u06478,3,2024-01-13
356,t0006,u00911,4,2021-11-29
357,t0006,u01399,4,2023-08-16
358,t0006,u07018,2,2020-08-09
359,t0006,u00718,2,2022-12-31
360,t0006,u07506,5,2019-01-18
361,t0006,u00828,4,2020-06-12
362,t0006,u00527,3,2019-01-28
363,t0006,u06977,5,2023-11-07
364,t0006,u01119,4,2024-05-07
365,t0006,u03253,5,2020-01-18
366,t0006,u07814,3,2017-10-14
367,t0006,u05946,4,2019-12-15
368,t0006,u02307,4,2019-09-27
369,t0006,u07179,5,2020-03-22
370,t0006,u03981,3,2022-12-22
371,t0006,u02148,4,2019-12-05
372,t0006,u04833,3,2023-01-04
373,t0006,u03925,4,2022-11-05
374,t0006,u04611,3,2021-04-22
375,t0006,u05578,4,2018-10-21
376,t0006,u00507,4,2021-02-11
377,t0006,u00640,4,2020-03-05
378,t0006,u05254,4,2020-02-25
379,t0006,u01602,5,2022-01-23
380,t0006,u06937,4,2022-01-22
381,t0006,u01153,3,2020-02-24
382,t0006,u05691,3,2018-06-18
383,t0006,u00033,3,2019-10-21
384,t0006,u04221,2,2022-08-06
385,t0006,u06666,4,2023-11-07
386,t0006,u07121,3,2023-05-23
387,t0006,u06069,4,2018-09-14
388,t0006,u06194,5,2019-08-15
389,t0006,u05160,4,2023-01-24
390,t0006,u05459,4,2019-03-10
391,t0006,u02455,3,2022-05-10
392,t0006,u03346,2,2020-02-03
393,t0006,u07654,4,2021-09-28
394,t0006,u07800,2,2018-02-14
395,t0006,u01784,3,2022-03-28
396,t0006,u03358,3,2023-01-08
397,t0006,u06159,5,2022-05-20
398,t0006,u06831,4,2020-10-14
399,t0006,u02317,3,2019-09-17
400,t0006,u05223,4,2019-12-12
401,t0006,u04575,3,2018-07-18
402,t0006,u04852,4,2023-05-03
403,t0006,u06307,2,2020-05-30
404,t0006,u00666,2,2022-03-02
405,t0006,u03387,4,2023-08-25
406,t0006,u04002,4,2020-12-20
407,t0006,u04199,4,2024-01-27
408,t0006,u04114,5,2020-11-02
409,t0006,u05082,4,2024-06-27
410,t0006,u00362,3,2022-05-10
411,t0006,u03761,3,2017-11-11
412,t0006,u03522,4,2017-07-26
413,t0006,u00344,5,2019-12-13
414,t0006,u06962,3,2021-01-23
415,t0006,u02458,3,2019-01-22
416,t0006,u00313,2,2019-09-08
417,t0006,u03679,3,2018-11-20
418,t0006,u05023,5,2018-03-17
419,t0006,u01312,4,2022-01-20
420,t0006,u07329,2,2017-07-18
421,t0006,u04428,3,2024-06-02
422,t0006,u03637,3,2021-03-16
423,t0006,u01992,3,2024-04-11
424,t0006,u02773,2,2019-01-04
425,t0006,u00106,5,2018-03-06
426,t0006,u04469,4,2022-04-10
427,t0006,u01980,4,2020-04-03
428,t0006,u05434,5,2022-02-22
429,t0006,u00277,4,2022-06-15
430,t0006,u02900,3,2017-10-04
431,t0006,u07070,3,2020-12-08
432,t0006,u03602,5,2020-11-24
433,t0006,u01635,4,2022-08-25
434,t0006,u06296,3,2021-10-31
435,t0006,u00864,3,2020-04-01
436,t0006,u00313,4,2022-03-19
437,t0006,u07556,2,2020-06-08
438,t0006,u04299,4,2020-06-14
439,t0006,u00123,3,2017-09-29
440,t0006,u02331,4,2019-03-07
441,t0006,u05669,4,2023-08-12
442,t0006,u04257,4,2020-07-31
443,t0006,u07808,4,2020-09-23
444,t0006,u01756,4,2024-02-08
445,t0006,u03623,3,2020-12-13
446,t0006,u05659,2,2024-02-14
447,t0006,u06742,4,2017-06-05
448,t0006,u06006,4,2022-07-04
449,t0006,u04734,4,2021-05-29
450,t0006,u03801,4,2022-04-23
451,t0006,u01066,2,2022-10-12
452,t0006,u01357,2,2021-11-25
453,t0006,u02985,4,2020-10-20
454,t0006,u02530,4,2022-07-16
455,t0006,u01275,2,2021-11-12
456,t0007,u07700,3,2021-07-04
457,t0007,u04330,3,2023-08-08
458,t0007,u06743,4,2022-11-06
459,t0007,u03022,5,2023-01-20
460,t0007,u07688,3,2021-05-28
461,t0007,u02147,5,2023-09-06
462,t0007,u00775,3,2020-08-07
463,t0007,u01806,5,2023-04-01
464,t0007,u05339,5,2020-06-28
465,t0007,u03571,5,2020-11-03
466,t0007,u00797,4,2020-10-31
467,t0007,u04817,3,2022-07-07
468,t0007,u01585,3,2021-02-16
469,t0007,u05051,5,2021-12-11
470,t0007,u00075,5,2023-08-28
471,t0007,u05748,3,2022-01-08
472,t0007,u05058,4,2022-03-05
473,t0007,u02742,4,2022-02-28
474,t0007,u06366,4,2023-02-25
475,t0007,u04892,4,2022-02-11
476,t0007,u07674,4,2020-11-16
477,t0007,u03368,4,2021-07-12
478,t0007,u05981,4,2024-01-13
479,t0007,u03164,5,2022-05-07
480,t0007,u04911,5,2021-07-01
481,t0007,u03101,4,2023-09-30
482,t0007,u00981,3,2024-02-10
483,t0007,u03415,3,2024-05-30
484,t0007,u01279,4,2020-08-01
485,t0007,u00884,5,2023-10-15
486,t0007,u04693,4,2024-04-03
487,t0007,u01779,3,2024-06-10
488,t0007,u02566,5,2022-04-27
489,t0007,u03814,5,2021-09-05
490,t0007,u07661,4,2023-12-13
491,t0007,u00068,4,2022-11-29
492,t0007,u01769,4,2021-03-28
493,t0007,u07809,4,2021-05-05
494,t0007,u00199,3,2020-11-03
495,t0007,u06617,5,2022-03-27
496,t0007,u05054,5,2022-06-05
497,t0007,u07266,3,2022-09-25
498,t0007,u07421,5,2024-04-06
499,t0007,u03026,4,2021-02-14
500,t0007,u07640,5,2020-07-14
501,t0007,u02739,2,2023-07-15
502,t0007,u07737,5,2021-03-11
503,t0007,u02421,5,2020-11-21
504,t0007,u01537,5,2023-05-11
505,t0007,u03215,4,2020-08-01
506,t0007,u01829,3,2022-02-08
507,t0007,u03837,4,2023-05-08
508,t0007,u03422,5,2022-08-16
509,t0007,u05167,5,2021-05-25
510,t0007,u07204,4,2021-07-03
511,t0007,u01489,4,2021-09-09
512,t0007,u03283,4,2021-06-16
513,t0007,u07947,4,2022-12-09
514,t0007,u01600,4,2022-05-18
515,t0007,u04319,4,2021-04-08
516,t0007,u00960,5,2022-02-14
517,t0007,u01747,2,2023-07-30
518,t0007,u05153,4,2022-10-22
519,t0007,u06242,3,2024-05-03
520,t0007,u06837,5,2024-03-04
521,t0007,u02353,5,2020-07-18
522,t0007,u07639,3,2022-04-11
523,t0007,u06888,4,2024-06-28
524,t0007,u05455,5,2022-10-03
525,t0007,u06560,2,2022-03-14
526,t0007,u06776,4,2021-06-24
527,t0007,u06705,4,2023-03-18
528,t0007,u01193,4,2022-03-08
529,t0007,u03602,4,2023-09-09
530,t0007,u05543,4,2020-09-04
531,t0007,u07708,4,2024-03-03
532,t0007,u03107,4,2021-10-21
533,t0007,u00608,4,2021-07-07
534,t0007,u05682,4,2024-04-17
535,t0007,u06702,3,2022-01-21
536,t0007,u06180,1,2021-06-13
537,t0007,u01076,4,2022-08-01
538,t0007,u01857,5,2022-12-12
539,t0007,u06255,5,2020-12-07
540,t0007,u04268,4,2021-12-23
541,t0007,u04416,3,2021-12-09
542,t0007,u06681,5,2022-07-18
543,t0007,u06246,3,2023-07-01
544,t0007,u05835,5,2023-11-06
545,t0007,u01457,3,2022-03-16
546,t0007,u04654,4,2020-12-02
547,t0007,u07739,3,2021-07-13
548,t0007,u01142,3,2021-07-14
549,t0007,u00951,3,2022-10-06
550,t0007,u04659,2,2022-02-25
551,t0007,u01551,3,2022-12-20
552,t0007,u07129,4,2024-01-20
553,t0007,u01205,4,2020-09-11
554,t0007,u05631,4,2021-11-22
555,t0007,u02108,5,2023-05-23
556,t0008,u04941,4,2022-06-08
557,t0008,u00535,5,2022-05-17
558,t0008,u02266,5,2023-06-11
559,t0008,u01030,3,2021-12-23
560,t0008,u07783,5,2024-01-09
561,t0009,u03090,2,2021-02-26
562,t0009,u02342,5,2022-07-30
563,t0009,u04910,3,2022-05-15
564,t0009,u05985,5,2022-10-30
565,t0009,u01249,5,2022-03-07
566,t0010,u02718,3,2023-07-22
567,t0010,u02944,5,2020-12-07
568,t0010,u03943,4,2023-11-22
569,t0010,u00580,3,2024-06-10
570,t0010,u02384,2,2023-12-02
571,t0010,u03589,5,2021-06-03
572,t0010,u00867,5,2022-05-24
573,t0010,u07928,4,2023-07-17
574,t0010,u02333,5,2022-07-11
575,t0010,u05682,3,2021-03-04
576,t0010,u01777,4,2023-05-01
577,t0010,u05141,4,2020-10-31
578,t0010,u03891,4,2020-07-29
579,t0010,u06967,4,2021-04-22
580,t0010,u03908,5,2021-11-18
581,t0010,u07052,4,2022-11-24
582,t0010,u04659,4,2022-05-20
583,t0010,u06885,5,2021-06-23
584,t0010,u05099,4,2020-12-02
585,t0010,u02338,5,2020-06-05
586,t0010,u02539,5,2022-03-03
587,t0010,u05211,3,2022-12-05
588,t0010,u01667,5,2024-05-30
589,t0010,u02955,4,2023-09-11
590,t0010,u03373,3,2023-08-18
591,t0010,u01677,5,2023-08-04
592,t0010,u02377,5,2023-03-26
593,t0010,u01055,5,2023-12-30
594,t0010,u07052,5,2022-01-13
595,t0010,u06753,4,2022-11-11
596,t0010,u01247,4,2022-12-09
597,t0010,u07790,4,2022-11-24
598,t0010,u01722,5,2021-02-21
599,t0010,u07436,4,2020-10-15
600,t0010,u01288,5,2021-07-29
601,t0010,u00563,5,2021-10-24
602,t0010,u04714,3,2024-04-17
603,t0010,u05349,5,2021-06-05
604,t0010,u07590,4,2024-04-01
605,t0010,u05173,3,2024-01-01
606,t0011,u03332,2,2022-08-24
607,t0011,u00703,2,2020-04-12
608,t0011,u04684,2,2019-12-25
609,t0011,u02069,1,2023-08-19
610,t0011,u06037,4,2019-08-19
611,t0011,u04624,3,2023-09-06
612,t0011,u06408,3,2023-11-27
613,t0011,u01942,3,2019-05-12
614,t0011,u05414,2,2023-02-25
615,t0011,u02421,2,2019-08-10
616,t0011,u03642,3,2020-05-06
617,t0011,u07136,1,2021-07-02
618,t0011,u01420,4,2022-10-17
619,t0011,u05277,3,2019-07-27
620,t0011,u01268,2,2020-11-30
621,t0012,u03618,4,2023-03-25
622,t0012,u06100,5,2024-01-23
623,t0012,u03672,4,2022-08-31
624,t0012,u02287,3,2022-03-03
625,t0012,u07248,4,2024-01-24
626,t0012,u04562,3,2023-07-19
627,t0012,u06873,5,2024-01-12
628,t0012,u07499,4,2022-11-14
629,t0012,u01405,4,2023-04-28
630,t0012,u01594,4,2023-07-02
631,t0012,u03890,3,2022-07-04
632,t0012,u01948,4,2023-11-22
633,t0012,u02438,4,2022-08-06
634,t0012,u04140,3,2022-09-24
635,t0012,u02458,3,2022-10-15
636,t0012,u04676,3,2023-01-04
637,t0012,u04502,4,2023-02-02
638,t0012,u02461,4,2021-09-26
639,t0012,u04499,4,2023-05-09
640,t0012,u00288,2,2023-09-17
641,t0012,u07800,3,2022-08-26
642,t0012,u07672,4,2023-10-31
643,t0012,u04502,5,2022-08-10
644,t0012,u00799,3,2022-04-29
645,t0012,u02455,1,2022-05-14
646,t0012,u07864,2,2022-10-06
647,t0012,u01012,3,2021-09-12
648,t0012,u01368,3,2022-09-11
649,t0012,u06068,4,2021-11-10
650,t0012,u03712,4,2022-07-27
651,t0012,u04895,3,2023-06-20
652,t0012,u01423,4,2023-11-08
653,t0012,u00126,5,2024-06-03
654,t0012,u02398,4,2022-06-21
655,t0012,u02194,4,2022-03-19
656,t0012,u03421,3,2022-07-31
657,t0012,u00031,2,2022-02-09
658,t0012,u01041,3,2022-08-31
659,t0012,u05448,3,2023-08-01
660,t0012,u07860,3,2023-04-09
661,t0013,u05674,4,2019-11-16
662,t0013,u02660,4,2018-01-01
663,t0013,u07400,3,2018-10-16
664,t0013,u07519,3,2022-04-16
665,t0013,u02045,2,2021-03-08
666,t0013,u06911,3,2017-08-13
667,t0013,u03794,3,2023-06-16
668,t0013,u01505,5,2018-10-27
669,t0013,u03146,4,2020-04-14
670,t0013,u05707,5,2020-01-14
671,t0013,u03159,3,2018-09-21
672,t0013,u02537,3,2020-09-24
673,t0013,u03618,3,2019-06-04
674,t0013,u00384,4,2021-09-24
675,t0013,u04599,2,2023-01-23
676,t0013,u03756,5,2020-05-02
677,t0013,u07757,3,2017-11-12
678,t0013,u06382,4,2018-12-16
679,t0013,u01236,5,2021-03-09
680,t0013,u03502,3,2024-01-30
681,t0013,u06501,5,2017-07-28
682,t0013,u02816,3,2018-06-09
683,t0013,u07291,4,2023-10-01
684,t0013,u04738,5,2019-05-29
685,t0013,u06314,1,2021-11-28
686,t0013,u07217,4,2023-09-29
687,t0013,u06262,3,2023-01-28
688,t0013,u05390,1,2017-07-10
689,t0013,u03760,4,2020-01-03
690,t0013,u03590,3,2022-12-24
691,t0013,u05444,3,2018-01-17
692,t0013,u03756,3,2019-06-25
693,t0013,u01012,2,2023-01-17
694,t0013,u02721,3,2019-03-02
695,t0013,u04311,2,2018-09-22
696,t0013,u04020,2,2019-04-05
697,t0013,u07466,4,2023-03-15
698,t0013,u06694,4,2022-01-27
699,t0013,u00715,4,2023-01-03
700,t0013,u01735,3,2020-08-27
701,t0014,u02747,2,2023-09-03
702,t0014,u06018,3,2022-08-05
703,t0014,u01128,2,2021-04-14
704,t0014,u01982,2,2020-11-04
705,t0014,u03923,1,2022-08-03
706,t0014,u07784,3,2017-05-19
707,t0014,u06493,3,2017-01-29
708,t0014,u02708,3,2022-06-02
709,t0014,u06863,3,2021-08-07
710,t0014,u03166,3,2021-09-27
711,t0014,u05578,2,2019-08-25
712,t0014,u05948,3,2020-11-01
713,t0014,u03871,2,2020-10-14
714,t0014,u05678,2,2021-06-26
715,t0014,u03940,4,2021-07-30
716,t0014,u06640,1,2020-01-18
717,t0014,u00238,3,2021-11-24
718,t0014,u02632,3,2024-06-25
719,t0014,u01425,2,2016-08-29
720,t0014,u04418,2,2018-10-23
721,t0014,u00735,2,2021-06-06
722,t0014,u05083,3,2022-09-29
723,t0014,u07287,3,2020-07-05
724,t0014,u01089,2,2022-01-22
725,t0014,u02013,2,2017-03-19
726,t0014,u05280,1,2021-12-03
727,t0014,u07072,2,2020-10-29
728,t0014,u03616,3,2017-12-25
729,t0014,u03756,1,2018-08-27
730,t0014,u07908,2,2019-04-17
731,t0014,u00081,3,2021-01-23
732,t0014,u02870,3,2018-03-02
733,t0014,u06280,2,2019-08-05
734,t0014,u02469,4,2017-04-29
